TimeStamp	SystemTimeStamp	Error	Behavior	EyeLeft	EyeRight	OnsetS	DurationS	VelocityDegps	AmplitudeDeg	DirectionRadial	
4208361909000	4199633720394	None	Saccade	(98.56, 114.92)	(255.39, 144.94)	4179.241	0.01660156	38.77597	1.292532	214.6827	
4208378576000	4199650387262	None	Pursuit	(98.95, 115.10)	(255.94, 143.01)	4179.241	0.03320313	24.68361	0.4812104	224.6392	
4208395243000	4199667054014	None	Pursuit	(99.33, 115.26)	(254.44, 141.54)	4179.241	0.04980469	25.86533	0.8886045	295.6816	
4208411909000	4199683720176	None	WinkLeft	(100.07, 116.25)	(253.80, 146.52)	NaN	NaN	NaN	NaN	NaN	
4208428576000	4199700386562	None	Blink	(99.93, 117.62)	(254.66, 142.64)	NaN	NaN	NaN	NaN	NaN	
4208445242000	4199717052416	None	Blink	(101.71, 119.57)	(274.63, 144.75)	NaN	NaN	NaN	NaN	NaN	
4208461909000	4199733719157	None	Blink	(139.61, 115.42)	(185.80, 148.03)	NaN	NaN	NaN	NaN	NaN	
4208478575000	4199750384908	None	Blink	(0.00, 0.00)	(0.00, 0.00)	NaN	NaN	NaN	NaN	NaN	
4208495242000	4199767051688	None	Blink	(0.00, 0.00)	(0.00, 0.00)	NaN	NaN	NaN	NaN	NaN	
4208511909000	4199783718491	None	Blink	(0.00, 0.00)	(0.00, 0.00)	NaN	NaN	NaN	NaN	NaN	
4208528577000	4199800386246	None	Blink	(0.00, 0.00)	(0.00, 0.00)	NaN	NaN	NaN	NaN	NaN	
4208545243000	4199817052102	None	Blink	(0.00, 0.00)	(0.00, 0.00)	NaN	NaN	NaN	NaN	NaN	
4208561908000	4199833716814	None	Blink	(0.00, 0.00)	(0.00, 0.00)	NaN	NaN	NaN	NaN	NaN	
4208578575000	4199850383615	None	Blink	(149.83, 112.42)	(0.00, 0.00)	NaN	NaN	NaN	NaN	NaN	
4208595241000	4199867049800	None	Blink	(122.32, 120.33)	(184.74, 142.16)	NaN	NaN	NaN	NaN	NaN	
4208611908000	4199883716290	None	Blink	(100.55, 123.69)	(233.93, 135.66)	NaN	NaN	NaN	NaN	NaN	
