TimeStamp	SystemTimeStamp	Error	Behavior	EyeLeft	EyeRight	OnsetS	DurationS	VelocityDegps	AmplitudeDeg	DirectionRadial	
4712240204000	4703513636511	None	Saccade	(278.98, 184.49)	(0.00, 0.00)	4682.803	0.03320313	143.53	9.16082	358.4697	
4712256871000	4703530303335	None	Unknown	(277.72, 191.12)	(68.15, 107.99)	NaN	NaN	NaN	NaN	NaN	
4712273537000	4703546969138	None	Pursuit	(278.35, 189.20)	(67.78, 106.66)	4682.853	0.01660156	24.89223	0.8297411	185.2534	
4712290204000	4703563635994	None	Pursuit	(278.68, 187.84)	(67.87, 107.51)	4682.853	0.03369141	17.22354	1.402572	183.2123	
4712306870000	4703580302052	None	Pursuit	(278.89, 186.96)	(0.00, 0.00)	4682.853	0.05029297	11.05425	1.770779	182.7023	
4712323537000	4703596968621	None	Pursuit	(278.65, 186.00)	(69.05, 107.42)	4682.853	0.06689453	12.20954	2.133346	177.2501	
4712340203000	4703613634450	None	Saccade	(278.57, 185.08)	(31.94, 90.83)	4682.92	0.01660156	499.8744	16.66248	307.0842	
4712356870000	4703630301272	None	Saccade	(278.61, 184.42)	(0.00, 0.00)	4682.92	0.03320313	0	16.66248	307.0842	
4712373536000	4703646967084	None	Fixation	(278.53, 184.37)	(0.00, 0.00)	4682.953	0.01660156	NaN	NaN	NaN	
4712390202000	4703663632916	None	Pursuit	(278.29, 184.76)	(0.00, 0.00)	4682.97	0.01660156	0	0	0	
4712406869000	4703680299756	None	Fixation	(278.05, 184.68)	(0.00, 0.00)	4682.953	0.04980469	NaN	NaN	NaN	
4712423533000	4703696963550	None	Fixation	(277.90, 184.38)	(0.00, 0.00)	4682.953	0.06689453	NaN	NaN	NaN	
4712440200000	4703713630363	None	Fixation	(277.82, 184.39)	(0.00, 0.00)	4682.953	0.08349609	NaN	NaN	NaN	
4712456866000	4703730296208	None	Fixation	(277.76, 184.34)	(0.00, 0.00)	4682.953	0.1000977	NaN	NaN	NaN	
4712473533000	4703746963015	None	Fixation	(277.54, 184.49)	(0.00, 0.00)	4682.953	0.1166992	NaN	NaN	NaN	
4712490202000	4703763631827	None	Fixation	(277.75, 184.70)	(0.00, 0.00)	4682.953	0.1333008	NaN	NaN	NaN	
4712506869000	4703780298656	None	Fixation	(277.43, 184.76)	(0.00, 0.00)	4682.953	0.1499023	NaN	NaN	NaN	
4712523534000	4703796963930	None	Fixation	(277.37, 184.64)	(0.00, 0.00)	4682.953	0.1665039	NaN	NaN	NaN	
4712540201000	4703813630311	None	Fixation	(277.18, 184.56)	(0.00, 0.00)	4682.953	0.1835938	NaN	NaN	NaN	
4712556868000	4703830297133	None	Fixation	(277.28, 184.35)	(0.00, 0.00)	4682.953	0.2001953	NaN	NaN	NaN	
4712573535000	4703846963950	None	Fixation	(276.79, 184.49)	(0.00, 0.00)	4682.953	0.2167969	NaN	NaN	NaN	
4712590199000	4703863627761	None	Fixation	(277.15, 183.47)	(0.00, 0.00)	4682.953	0.2333984	NaN	NaN	NaN	
4712606866000	4703880294570	None	Saccade	(277.38, 180.24)	(71.77, 111.00)	4683.187	0.01660156	39.82033	18.30192	150.5144	
4712623534000	4703896962414	None	Saccade	(278.84, 176.86)	(0.00, 0.00)	4683.187	0.03320313	0	18.30192	129.8544	
4712640200000	4703913628715	None	Pursuit	(279.05, 174.78)	(0.00, 0.00)	4683.187	0.04980469	25.73622	3.648165	179.3495	
4712656867000	4703930295078	None	Pursuit	(279.11, 174.58)	(0.00, 0.00)	4683.187	0.06640625	2.508961	3.731422	179.4724	
4712673533000	4703946960881	None	Pursuit	(279.05, 174.91)	(0.00, 0.00)	4683.187	0.08349609	4.169039	3.592474	179.5089	
4712690200000	4703963627699	None	Fixation	(279.05, 175.13)	(0.00, 0.00)	4683.27	0.01660156	NaN	NaN	NaN	
4712706866000	4703980293533	None	Fixation	(279.28, 174.79)	(0.00, 0.00)	4683.287	0.01660156	NaN	NaN	NaN	
4712723531000	4703996958335	None	Fixation	(279.25, 175.14)	(0.00, 0.00)	4683.287	0.03320313	NaN	NaN	NaN	
4712740197000	4704013624144	None	Fixation	(279.17, 175.34)	(0.00, 0.00)	4683.287	0.04980469	NaN	NaN	NaN	
4712756866000	4704030292981	None	Fixation	(278.86, 175.22)	(0.00, 0.00)	4683.287	0.06640625	NaN	NaN	NaN	
4712773532000	4704046958800	None	Fixation	(278.89, 175.07)	(0.00, 0.00)	4683.287	0.08300781	NaN	NaN	NaN	
4712790198000	4704063625078	None	Fixation	(278.91, 174.99)	(0.00, 0.00)	4683.287	0.1000977	NaN	NaN	NaN	
4712806865000	4704080291462	None	Fixation	(278.50, 175.16)	(0.00, 0.00)	4683.287	0.1166992	NaN	NaN	NaN	
4712823531000	4704096957264	None	Fixation	(278.51, 175.31)	(0.00, 0.00)	4683.287	0.1333008	NaN	NaN	NaN	
4712840198000	4704113624077	None	Fixation	(279.98, 172.96)	(0.00, 0.00)	4683.287	0.1499023	NaN	NaN	NaN	
4712856864000	4704130290167	None	Saccade	(282.26, 168.43)	(68.91, 121.54)	4683.437	0.01660156	62.37407	4.479875	200.9046	
4712873531000	4704146956736	None	Saccade	(284.82, 163.66)	(76.00, 142.17)	4683.437	0.03320313	268.2664	12.897	185.2645	
4712890197000	4704163622540	None	Pursuit	(286.30, 160.65)	(75.80, 146.93)	4683.47	0.01660156	41.3419	1.378063	193.165	
4712906864000	4704180289387	None	Pursuit	(286.67, 160.57)	(0.00, 0.00)	4683.47	0.03320313	4.675624	1.479629	197.9098	
4712923531000	4704196956176	None	Pursuit	(286.50, 160.62)	(74.57, 143.82)	4683.47	0.05029297	2.207784	1.42609	195.9181	
4712940197000	4704213622318	None	Pursuit	(286.67, 160.55)	(0.00, 0.00)	4683.47	0.06689453	2.233332	1.485524	197.6828	
4712956864000	4704230288837	None	Pursuit	(287.10, 160.33)	(0.00, 0.00)	4683.486	0.06689453	0	1.372005	351.5218	
4712973531000	4704246955662	None	Pursuit	(287.05, 160.27)	(0.00, 0.00)	4683.486	0.08349609	0	1.372005	351.5218	
4712990197000	4704263621495	None	Fixation	(286.80, 160.71)	(0.00, 0.00)	4683.553	0.03320313	NaN	NaN	NaN	
4713006863000	4704280287316	None	Fixation	(287.01, 160.39)	(73.43, 143.65)	4683.553	0.04980469	NaN	NaN	NaN	
4713023529000	4704296953111	None	Fixation	(287.01, 160.09)	(73.47, 143.23)	4683.553	0.06640625	NaN	NaN	NaN	
4713040195000	4704313618938	None	Fixation	(287.22, 160.31)	(73.15, 142.96)	4683.553	0.08349609	NaN	NaN	NaN	
4713056863000	4704330287008	None	Fixation	(287.36, 160.60)	(0.00, 0.00)	4683.553	0.1000977	NaN	NaN	NaN	
4713073529000	4704346952577	None	Saccade	(287.17, 160.83)	(72.45, 133.45)	4683.653	0.01660156	117.3538	3.911793	8.801254	
4713090196000	4704363619758	None	Fixation	(287.43, 160.76)	(0.00, 0.00)	4683.553	0.1333008	NaN	NaN	NaN	
4713106862000	4704380285607	None	Pursuit	(287.54, 160.95)	(0.00, 0.00)	4683.687	0.01660156	0	0	0	
4713123528000	4704396951312	None	Pursuit	(287.48, 161.08)	(0.00, 0.00)	4683.687	0.03320313	0	0	0	
4713140194000	4704413616883	None	Fixation	(287.54, 161.22)	(88.40, 138.40)	4683.553	0.1831055	NaN	NaN	NaN	
4713156862000	4704430284717	None	Fixation	(287.38, 161.11)	(0.00, 0.00)	4683.553	0.199707	NaN	NaN	NaN	
4713173529000	4704446951505	None	Pursuit	(287.29, 161.00)	(0.00, 0.00)	4683.753	0.01708984	0	0	0	
4713190195000	4704463617359	None	Fixation	(287.40, 160.84)	(72.66, 142.55)	4683.553	0.2333984	NaN	NaN	NaN	
4713206862000	4704480284175	None	Saccade	(287.40, 161.11)	(68.78, 119.42)	4683.787	0.01660156	288.5264	9.617547	3.490745	
4713223528000	4704496949967	None	Saccade	(287.42, 161.06)	(83.95, 137.87)	4683.787	0.03320313	293.7844	5.012395	80.47019	
4713240195000	4704513616800	None	Fixation	(287.46, 160.96)	(0.00, 0.00)	4683.553	0.2832031	NaN	NaN	NaN	
4713256861000	4704530282634	None	Pursuit	(287.12, 160.85)	(69.91, 132.67)	4683.836	0.01660156	184.119	6.1373	303.3038	
4713273528000	4704546949449	None	Pursuit	(287.07, 160.98)	(72.88, 142.51)	4683.836	0.03320313	126.4437	4.921679	260.2241	
4713290194000	4704563615289	None	Pursuit	(287.28, 160.90)	(73.08, 143.63)	4683.836	0.05029297	13.94224	5.04347	255.0645	
4713306861000	4704580282647	None	Pursuit	(287.70, 160.38)	(72.99, 144.78)	4683.836	0.06689453	14.26797	5.316541	250.755	
4713323527000	4704596948292	None	Pursuit	(288.08, 160.12)	(72.88, 145.24)	4683.836	0.08349609	5.720362	5.453855	249.3472	
4713340194000	4704613615264	None	Fixation	(288.11, 160.04)	(72.46, 144.70)	4683.553	0.3833008	NaN	NaN	NaN	
