TimeStamp	SystemTimeStamp	Error	Behavior	EyeLeft	EyeRight	OnsetS	DurationS	VelocityDegps	AmplitudeDeg	DirectionRadial	
1004410612000	995738380588	None	EyesClosed	(99.77, 183.86)	(300.37, 217.45)	NaN	NaN	NaN	NaN	NaN	
1004427279000	995755047244	None	EyesClosed	(99.94, 183.87)	(300.25, 217.66)	NaN	NaN	NaN	NaN	NaN	
1004443946000	995771713913	None	EyesClosed	(99.82, 183.66)	(300.37, 217.49)	NaN	NaN	NaN	NaN	NaN	
1004460614000	995788381712	None	EyesClosed	(99.81, 183.73)	(300.41, 217.59)	NaN	NaN	NaN	NaN	NaN	
1004477281000	995805048633	None	EyesClosed	(99.84, 183.99)	(300.45, 217.46)	NaN	NaN	NaN	NaN	NaN	
1004493945000	995821711957	None	EyesClosed	(99.82, 183.65)	(300.39, 217.60)	NaN	NaN	NaN	NaN	NaN	
1004510612000	995838380254	None	EyesClosed	(99.90, 183.67)	(300.40, 217.58)	NaN	NaN	NaN	NaN	NaN	
1004527278000	995855044514	None	EyesClosed	(99.69, 183.82)	(300.51, 217.54)	NaN	NaN	NaN	NaN	NaN	
1004543945000	995871711600	None	EyesClosed	(99.99, 183.29)	(300.91, 218.39)	NaN	NaN	NaN	NaN	NaN	
1004560611000	995888377039	None	EyesClosed	(101.08, 182.22)	(301.74, 220.55)	NaN	NaN	NaN	NaN	NaN	
1004577278000	995905043824	None	EyesClosed	(100.82, 182.16)	(301.83, 220.45)	NaN	NaN	NaN	NaN	NaN	
1004593944000	995921709581	None	EyesClosed	(100.90, 182.06)	(302.01, 220.63)	NaN	NaN	NaN	NaN	NaN	
1004610611000	995938376350	None	EyesClosed	(100.95, 182.15)	(302.15, 220.66)	NaN	NaN	NaN	NaN	NaN	
1004627277000	995955042150	None	EyesClosed	(100.83, 182.21)	(302.10, 220.68)	NaN	NaN	NaN	NaN	NaN	
1004643944000	995971709319	None	EyesClosed	(100.84, 182.28)	(302.11, 220.56)	NaN	NaN	NaN	NaN	NaN	
