TimeStamp	SystemTimeStamp	Error	Behavior	EyeLeft	EyeRight	OnsetS	DurationS	VelocityDegps	AmplitudeDeg	DirectionRadial	
6262758029000	6253999766678	None	Fixation	(54.63, 152.48)	(356.27, 182.72)	6233.504	0.1499023	NaN	NaN	NaN	
6262774698000	6254016435029	None	Fixation	(53.61, 152.11)	(357.55, 182.62)	6233.504	0.1665039	NaN	NaN	NaN	
6262791364000	6254033101215	None	Saccade	(52.61, 152.15)	(357.41, 182.88)	6233.67	0.01660156	12.29738	0.4099127	74.85101	
6262808031000	6254049767690	None	Fixation	(55.09, 151.97)	(357.58, 182.74)	6233.504	0.199707	NaN	NaN	NaN	
6262824697000	6254066433439	None	Fixation	(52.78, 152.08)	(357.55, 182.87)	6233.704	0.01660156	NaN	NaN	NaN	
6262841364000	6254083100206	None	Fixation	(52.32, 151.76)	(357.43, 182.68)	6233.704	0.03369141	NaN	NaN	NaN	
6262858031000	6254099767037	None	Fixation	(53.19, 151.84)	(357.24, 182.80)	6233.704	0.05029297	NaN	NaN	NaN	
6262874695000	6254116430819	None	Fixation	(54.45, 151.86)	(357.43, 182.80)	6233.704	0.06689453	NaN	NaN	NaN	
6262891362000	6254133097581	None	Fixation	(52.80, 151.85)	(357.29, 182.92)	6233.704	0.08349609	NaN	NaN	NaN	
6262908028000	6254149763401	None	Fixation	(52.85, 151.75)	(357.42, 182.81)	6233.704	0.1000977	NaN	NaN	NaN	
6262924695000	6254166430194	None	Fixation	(53.25, 151.76)	(357.39, 182.61)	6233.704	0.1166992	NaN	NaN	NaN	
6262941362000	6254183096991	None	Fixation	(52.54, 151.87)	(357.31, 182.71)	6233.704	0.1333008	NaN	NaN	NaN	
6262958029000	6254199763790	None	Saccade	(56.13, 151.50)	(357.20, 183.67)	6233.837	0.01708984	44.40374	1.480125	251.0051	
6262974695000	6254216429604	None	Pursuit	(55.14, 151.31)	(356.56, 183.89)	6233.837	0.03369141	12.38752	1.090233	244.8699	
6262991362000	6254233096379	None	Pursuit	(54.67, 151.35)	(356.28, 183.98)	6233.837	0.05029297	5.800066	0.8992271	243.1383	
6263008028000	6254249762166	None	Fixation	(55.54, 151.34)	(355.83, 183.75)	6233.504	0.3999023	NaN	NaN	NaN	
6263024695000	6254266428970	None	Fixation	(55.38, 151.41)	(356.15, 183.76)	6233.904	0.01660156	NaN	NaN	NaN	
6263041360000	6254283094143	None	Fixation	(54.89, 151.13)	(356.06, 183.60)	6233.904	0.03320313	NaN	NaN	NaN	
6263058027000	6254299760607	None	Fixation	(54.71, 151.13)	(356.17, 183.81)	6233.904	0.04980469	NaN	NaN	NaN	
6263074693000	6254316426333	None	Fixation	(54.63, 151.21)	(356.39, 183.57)	6233.904	0.06640625	NaN	NaN	NaN	
