TimeStamp	SystemTimeStamp	Error	Behavior	EyeLeft	EyeRight	OnsetS	DurationS	VelocityDegps	AmplitudeDeg	DirectionRadial	
8157072425000	8148286749620	None	Saccade	(126.73, 136.53)	(263.38, 143.70)	8127.952	0.01660156	129.6334	4.321112	321.6801	
8157089090000	8148303413981	None	Saccade	(123.16, 149.19)	(258.65, 125.11)	8127.952	0.03320313	235.9038	11.60831	345.7608	
8157105757000	8148320080796	None	Saccade	(118.82, 155.30)	(252.70, 120.77)	8127.985	0.01660156	92.1337	3.071123	22.38562	
8157122422000	8148336745924	None	Pursuit	(118.03, 154.14)	(254.86, 121.35)	8128.001	0.01660156	27.48553	0.9161844	118.0339	
8157139089000	8148353412611	None	Pursuit	(118.19, 154.14)	(253.89, 121.60)	8128.018	0.01660156	1.949305	0.06497685	256.4761	
8157155757000	8148370080839	None	Pursuit	(118.04, 153.53)	(254.08, 121.83)	8128.018	0.03320313	7.762239	0.2515599	167.4529	
8157189090000	8148403412952	None	Fixation	(119.13, 153.69)	(255.55, 121.47)	8128.068	0.01660156	NaN	NaN	NaN	
8157189090000	8148403412738	None	Fixation	(119.13, 153.69)	(255.55, 121.47)	8128.068	0.01660156	NaN	NaN	NaN	
8157205757000	8148420079531	None	Fixation	(118.69, 153.50)	(253.27, 121.81)	8128.068	0.03320313	NaN	NaN	NaN	
8157222421000	8148436743335	None	Fixation	(118.55, 153.28)	(253.60, 121.95)	8128.068	0.04980469	NaN	NaN	NaN	
8157239088000	8148453410211	None	Fixation	(118.81, 153.37)	(253.79, 121.94)	8128.068	0.06640625	NaN	NaN	NaN	
8157255754000	8148470075982	None	Fixation	(120.77, 153.62)	(254.04, 121.94)	8128.068	0.08300781	NaN	NaN	NaN	
8157272421000	8148486742758	None	Fixation	(119.83, 153.39)	(254.13, 121.98)	8128.068	0.09960938	NaN	NaN	NaN	
8157289087000	8148503408548	None	Fixation	(119.22, 153.41)	(253.56, 122.28)	8128.068	0.1166992	NaN	NaN	NaN	
8157322422000	8148536743316	None	Fixation	(118.23, 153.54)	(256.32, 121.88)	8128.068	0.1499023	NaN	NaN	NaN	
8157339089000	8148553410104	None	Saccade	(124.90, 143.20)	(264.93, 135.35)	8128.218	0.01660156	151.3228	6.555451	180.1456	
8157355755000	8148570075922	None	WinkLeft	(129.93, 132.83)	(269.95, 152.76)	NaN	NaN	NaN	NaN	NaN	
8157355755000	8148570075662	None	WinkLeft	(129.93, 132.83)	(269.95, 152.76)	NaN	NaN	NaN	NaN	NaN	
8157389088000	8148603420749	None	WinkLeft	(132.67, 129.32)	(273.96, 158.17)	NaN	NaN	NaN	NaN	NaN	
8157405755000	8148620075277	None	WinkLeft	(129.88, 129.52)	(279.10, 157.60)	NaN	NaN	NaN	NaN	NaN	
8157422421000	8148636741058	None	WinkLeft	(130.47, 129.77)	(274.25, 155.98)	NaN	NaN	NaN	NaN	NaN	
8157422421000	8148636740849	None	WinkLeft	(130.47, 129.77)	(274.25, 155.98)	NaN	NaN	NaN	NaN	NaN	
8157455753000	8148670072647	None	WinkLeft	(130.29, 130.15)	(272.54, 154.34)	NaN	NaN	NaN	NaN	NaN	
8157455753000	8148670072437	None	WinkLeft	(130.29, 130.15)	(272.54, 154.34)	NaN	NaN	NaN	NaN	NaN	
8157489087000	8148703406716	None	Unknown	(126.92, 130.52)	(271.90, 152.81)	NaN	NaN	NaN	NaN	NaN	
8157505754000	8148720073009	None	Pursuit	(126.95, 131.52)	(274.23, 149.17)	8128.385	0.01660156	12.24829	0.4082763	345.1378	
8157522419000	8148736738013	None	Pursuit	(127.28, 130.91)	(273.89, 149.26)	8128.385	0.03320313	8.530008	0.2181407	303.6488	
8157522419000	8148736737700	None	Pursuit	(127.28, 130.91)	(273.89, 149.26)	8128.385	0.03320313	8.530008	0.2181407	303.6488	
8157539085000	8148753403478	None	Pursuit	(126.97, 131.15)	(269.69, 152.29)	8128.385	0.05029297	63.6481	0.9341791	296.3198	
8157555753000	8148770071216	None	Pursuit	(128.98, 130.82)	(270.79, 151.65)	8128.385	0.06689453	15.6383	0.6598222	329.1122	
8157572420000	8148786738046	None	Saccade	(124.13, 130.90)	(270.94, 151.28)	8128.452	0.01660156	59.71107	1.990369	76.01286	
8157605755000	8148820072833	None	WinkLeft	(134.64, 128.92)	(274.71, 152.61)	NaN	NaN	NaN	NaN	NaN	
8157605755000	8148820072897	None	WinkLeft	(134.64, 128.92)	(274.71, 152.61)	NaN	NaN	NaN	NaN	NaN	
8157639084000	8148853401377	None	WinkLeft	(133.50, 129.66)	(268.05, 159.46)	NaN	NaN	NaN	NaN	NaN	
8157655753000	8148870070269	None	WinkLeft	(133.91, 129.06)	(270.54, 158.04)	NaN	NaN	NaN	NaN	NaN	
8157672419000	8148886736060	None	WinkLeft	(134.35, 129.35)	(271.40, 157.81)	NaN	NaN	NaN	NaN	NaN	
8157689084000	8148903400770	None	WinkLeft	(135.11, 129.32)	(269.61, 159.47)	NaN	NaN	NaN	NaN	NaN	
8157705750000	8148920066590	None	WinkLeft	(135.14, 129.16)	(270.93, 158.68)	NaN	NaN	NaN	NaN	NaN	
8157722419000	8148936735619	None	Unknown	(136.02, 129.15)	(271.45, 158.93)	NaN	NaN	NaN	NaN	NaN	
8157739085000	8148953401169	None	Unknown	(135.99, 128.94)	(271.52, 159.10)	NaN	NaN	NaN	NaN	NaN	
8157755750000	8148970065995	None	Pursuit	(136.45, 128.78)	(268.83, 160.47)	8128.635	0.01660156	6.031767	0.2010589	237.6153	
8157755750000	8148970065730	None	Pursuit	(136.45, 128.78)	(268.83, 160.47)	8128.635	0.01660156	6.031767	0.2010589	237.6153	
8157789085000	8149003400553	None	Unknown	(136.17, 128.75)	(270.15, 159.10)	NaN	NaN	NaN	NaN	NaN	
8157805751000	8149020066346	None	Fixation	(135.28, 128.85)	(270.80, 158.95)	8128.685	0.01660156	NaN	NaN	NaN	
8157822416000	8149036731175	None	Saccade	(135.00, 128.87)	(272.50, 158.31)	8128.702	0.01660156	22.38766	0.7462555	82.36013	
8157839082000	8149053396929	None	Fixation	(133.77, 128.92)	(271.17, 158.84)	8128.685	0.04980469	NaN	NaN	NaN	
8157855751000	8149070065771	None	Fixation	(135.11, 129.12)	(272.16, 158.72)	8128.685	0.06640625	NaN	NaN	NaN	
8157855751000	8149070065489	None	Fixation	(135.11, 129.12)	(272.16, 158.72)	8128.685	0.06640625	NaN	NaN	NaN	
8157889082000	8149103396294	None	Fixation	(134.67, 129.06)	(273.14, 158.90)	8128.685	0.09960938	NaN	NaN	NaN	
8157905749000	8149120063063	None	Fixation	(134.65, 128.94)	(272.63, 158.99)	8128.685	0.1162109	NaN	NaN	NaN	
8157922415000	8149136728956	None	Fixation	(135.20, 128.93)	(273.13, 158.64)	8128.685	0.1333008	NaN	NaN	NaN	
8157939082000	8149153395659	None	Fixation	(134.83, 128.78)	(271.80, 159.31)	8128.685	0.1499023	NaN	NaN	NaN	
8157955748000	8149170061858	None	Fixation	(135.16, 128.66)	(271.63, 159.36)	8128.685	0.1665039	NaN	NaN	NaN	
8157972415000	8149186728230	None	Fixation	(136.29, 128.84)	(272.05, 159.14)	8128.685	0.1831055	NaN	NaN	NaN	
