TimeStamp	SystemTimeStamp	Error	Behavior	EyeLeft	EyeRight	OnsetS	DurationS	VelocityDegps	AmplitudeDeg	DirectionRadial	
8881915173000	8873119543498	None	Fixation	(183.10, 138.29)	(285.02, 151.22)	8852.345	0.4658203	NaN	NaN	NaN	
8881931840000	8873136210249	None	Fixation	(183.53, 138.21)	(284.64, 151.67)	8852.345	0.4824219	NaN	NaN	NaN	
8881948506000	8873152876051	None	Fixation	(183.76, 138.30)	(285.62, 150.88)	8852.345	0.5	NaN	NaN	NaN	
8881965173000	8873169542948	None	Fixation	(183.66, 138.28)	(284.56, 151.56)	8852.345	0.5166016	NaN	NaN	NaN	
8881981839000	8873186208697	None	Fixation	(183.16, 138.25)	(284.10, 151.34)	8852.345	0.5332031	NaN	NaN	NaN	
8881998506000	8873202875572	None	Fixation	(182.28, 138.15)	(284.98, 151.23)	8852.345	0.5498047	NaN	NaN	NaN	
8882048505000	8873252874012	None	Fixation	(182.82, 138.23)	(285.04, 151.12)	8852.345	0.5996094	NaN	NaN	NaN	
8882048505000	8873252874237	None	Fixation	(182.82, 138.23)	(285.04, 151.12)	8852.345	0.5996094	NaN	NaN	NaN	
8882048505000	8873252873981	None	Fixation	(182.82, 138.23)	(285.04, 151.12)	8852.345	0.5996094	NaN	NaN	NaN	
8882065172000	8873269540798	None	Fixation	(183.35, 138.13)	(285.01, 151.22)	8852.345	0.6162109	NaN	NaN	NaN	
8882081838000	8873286206564	None	Fixation	(182.78, 138.36)	(285.18, 151.09)	8852.345	0.6328125	NaN	NaN	NaN	
8882098505000	8873302873415	None	Fixation	(183.36, 138.34)	(284.76, 151.25)	8852.345	0.6494141	NaN	NaN	NaN	
8882115171000	8873319539222	None	Fixation	(183.15, 138.44)	(285.05, 151.15)	8852.345	0.6660156	NaN	NaN	NaN	
8882131838000	8873336205962	None	Fixation	(183.07, 138.46)	(284.80, 151.26)	8852.345	0.6826172	NaN	NaN	NaN	
8882148504000	8873352871770	None	Fixation	(183.34, 138.36)	(284.58, 151.07)	8852.345	0.6992188	NaN	NaN	NaN	
8882165171000	8873369538637	None	Fixation	(183.23, 138.42)	(284.63, 151.10)	8852.345	0.7158203	NaN	NaN	NaN	
8882181837000	8873386204369	None	Fixation	(182.98, 138.38)	(283.55, 150.93)	8852.345	0.7324219	NaN	NaN	NaN	
8882198504000	8873402871164	None	Fixation	(182.72, 138.57)	(284.79, 150.44)	8852.345	0.75	NaN	NaN	NaN	
8882215170000	8873419537310	None	Fixation	(182.84, 138.53)	(285.01, 150.07)	8852.345	0.7666016	NaN	NaN	NaN	
8882231837000	8873436204179	None	Fixation	(182.66, 138.61)	(284.86, 150.27)	8852.345	0.7832031	NaN	NaN	NaN	
8882248503000	8873452869900	None	Fixation	(182.49, 138.54)	(284.84, 150.27)	8852.345	0.7998047	NaN	NaN	NaN	
8882265170000	8873469536423	None	Fixation	(182.61, 138.63)	(284.30, 150.21)	8852.345	0.8164063	NaN	NaN	NaN	
8882281836000	8873486202538	None	Saccade	(182.29, 138.64)	(299.15, 153.92)	8853.161	0.01660156	188.2578	6.27526	117.028	
8882298503000	8873502869110	None	Fixation	(182.60, 138.68)	(0.00, 0.00)	8852.345	0.8496094	NaN	NaN	NaN	
8882315169000	8873519534860	None	Fixation	(182.35, 138.75)	(284.16, 150.21)	8852.345	0.8662109	NaN	NaN	NaN	
8882331836000	8873536201665	None	Fixation	(182.33, 138.59)	(284.52, 149.62)	8852.345	0.8828125	NaN	NaN	NaN	
8882348502000	8873552867463	None	Pursuit	(182.50, 138.48)	(284.62, 149.80)	8853.228	0.01660156	2.560845	0.0853615	165.5013	
8882365169000	8873569534269	None	Pursuit	(182.32, 138.71)	(0.00, 0.00)	8853.228	0.03320313	0	0.0853615	165.5013	
8882381835000	8873586200186	None	Fixation	(182.29, 138.74)	(0.00, 0.00)	8852.345	0.9326172	NaN	NaN	NaN	
8882398502000	8873602866891	None	Fixation	(183.28, 138.22)	(0.00, 0.00)	8852.345	0.9492188	NaN	NaN	NaN	
8882415168000	8873619532697	None	Fixation	(182.32, 138.63)	(0.00, 0.00)	8852.345	0.9658203	NaN	NaN	NaN	
8882431835000	8873636199533	None	Fixation	(182.31, 138.66)	(0.00, 0.00)	8852.345	0.9824219	NaN	NaN	NaN	
8882448502000	8873652866323	None	Fixation	(182.39, 138.37)	(0.00, 0.00)	8852.345	1	NaN	NaN	NaN	
8882465169000	8873669533183	None	Fixation	(182.67, 138.46)	(0.00, 0.00)	8852.345	1.016602	NaN	NaN	NaN	
8882481835000	8873686198931	None	Saccade	(177.89, 146.15)	(0.00, 0.00)	8853.361	0.01660156	111.3937	3.713125	18.83692	
8882498502000	8873702865745	None	Saccade	(172.00, 160.95)	(271.64, 126.22)	8853.361	0.03320313	195.8538	11.03448	178.2714	
8882515168000	8873719531795	None	Saccade	(166.69, 173.76)	(0.00, 0.00)	8853.361	0.04980469	170.6402	15.88814	177.7642	
8882531835000	8873736198745	None	Unknown	(164.41, 179.82)	(0.00, 0.00)	NaN	NaN	NaN	NaN	NaN	
8882548500000	8873752863176	None	Pursuit	(164.71, 177.58)	(0.00, 0.00)	8853.428	0.01660156	27.83755	0.9279183	174.5834	
8882565167000	8873769530105	None	Pursuit	(164.86, 177.35)	(0.00, 0.00)	8853.428	0.03320313	3.439815	1.032717	177.3065	
8882581833000	8873786195805	None	Pursuit	(165.10, 176.82)	(0.00, 0.00)	8853.428	0.04980469	7.063392	1.26219	179.9513	
